simulation_id,final_portfolio_value,annual_return,annual_volatility,sharpe_ratio,var_95,cvar_95,weight_aapl,weight_amzn,weight_googl,weight_gs,weight_jpm,weight_meta,weight_msft,weight_nvda,weight_spy,weight_tsla
831,1643491.8673122146,0.5252261933103862,0.23681321930147142,2.1334374609688314,-0.02336116030301682,-0.027681357017206566,0.07160178678615182,0.12902216250671117,0.10779187248026116,0.06785437036845567,0.1436647741781363,0.09508985951459584,0.12359894365546722,0.1215884593651702,0.13775572301785521,0.0020320481271954905
832,1340940.8837730654,0.3254200610497482,0.2528195425833522,1.2080555875108194,-0.024814034136054396,-0.029698064642132767,0.17822721476913214,0.11978127097818742,0.00442422339317952,0.049437186295638126,0.11412036572482814,0.02560221583025656,0.19421401625988788,0.19845464907531032,0.04094474776790152,0.07479410990567839
833,1615897.5482964283,0.5194849531670416,0.2795547359851386,1.7867161198570956,-0.02824022699724434,-0.03548690074967567,0.06398233732101058,0.11132325164818363,0.2047358741180755,0.0686846511190733,0.017307438196962985,0.02083839731787697,0.17471238070792172,0.1856738996805565,0.06163134342210536,0.09111042646823324
834,1172745.1899989278,0.19170917916346147,0.254759312928929,0.6740055042123768,-0.023880884528410525,-0.029817650849846847,0.06453458927006546,0.00048553030525801295,0.2018110792614179,0.013312821402977014,0.10280150825403775,0.024502865339410988,0.0603165201891685,0.1325056340735925,0.2122260615320379,0.18750339037203403
835,1561686.2646849896,0.4748756654144766,0.2398917076160222,1.8961708594886661,-0.021218193448418066,-0.02845326498901006,0.12881369594681522,0.1522768985257398,0.07244377954349636,0.16201519153176933,0.028581576545580217,0.04630472689698564,0.11431489058133441,0.054448300118413104,0.15263255452689198,0.08816838578297401
836,1662669.9908387987,0.5454338767899488,0.2706808694843879,1.9411563062836041,-0.02407666586231209,-0.030129752011311708,0.15839394413282737,0.06871048964638048,0.14164267141976794,0.04218943828678557,0.1195193160129853,0.04386518844121727,0.11885531282100793,0.11623549976362219,0.0475581050086099,0.1430300344667961
837,1424892.6673011938,0.3898887343789044,0.26684961490690545,1.3861317900269248,-0.02455815258403913,-0.03419534748750376,0.03488387667373356,0.044404048415375874,0.05818848681317335,0.05171312978471604,0.18742940468527428,0.15767844814073775,0.12676242393842801,0.150804662240712,0.020720764321780497,0.16741475498606856
838,942910.275712682,-0.025721690844625805,0.2570635491986197,-0.17786143149100858,-0.02566898213251471,-0.03038699322172659,0.17360666008580683,0.08931949803948272,0.16145158031615126,0.16444718990444634,0.016806081462021612,0.0638945839405533,0.14712649540836584,0.030161740765666238,0.009141111492402626,0.1440450585851033
839,1329435.861161742,0.31446689074809364,0.24306857360828163,1.211456036363809,-0.023604434187445587,-0.03147928424174132,0.05886192775447183,0.17103830583817933,0.023318666728024573,0.1402270788826211,0.09866153573997885,0.059548290671393896,0.23940335856261447,0.030064157313545736,0.0594142433981916,0.11946243511097873
840,1134674.3283287475,0.1513254750618582,0.22326097937970554,0.5882150809636542,-0.023112213936686058,-0.02963563875754873,0.17510998254832713,0.13415224845842696,0.06193883629779962,0.18852873009750007,0.18046007624431082,0.15161514991184824,0.011104017302674709,0.020314607884793487,0.06191296914517241,0.014863382109146601
841,1070561.3803941791,0.09178583081734762,0.21746660819829003,0.3301004757102386,-0.02041804528540387,-0.026019402237798542,0.0192178933076959,0.1253515385568188,0.08666471242108002,0.12264290234212459,0.16632402104643204,0.08749287089687142,0.12946217720596165,0.02176674038733742,0.16390769790990115,0.07716944592577689
842,1709571.864115079,0.5815598891369796,0.2990213183334915,1.877992820935546,-0.030639027616654994,-0.03625612592895269,0.1186247410874656,0.17053773716967505,0.022650277408491785,0.10058768919137759,0.07071626529507906,0.14536590671591695,0.07462709607877273,0.1164729565626094,0.025923005290348147,0.15449432520026374
843,1234288.2979509835,0.24869662060043216,0.2759312605648113,0.8288173660798952,-0.027973157350228137,-0.03740047628321685,0.03708817079149918,0.06859039940478327,0.19113648455277313,0.1755988905497386,0.08110040247018403,0.010859917287909632,0.17739269463574436,0.1855755229729642,0.016952676287424223,0.05570484104697922
844,2125397.2471041814,0.798911450653675,0.2967564609837438,2.624749763060233,-0.025912140927587958,-0.032260486747710565,0.1079645920897079,0.18857976814031613,0.07894880979425077,0.04585991038225952,0.036784694647062265,0.06569592710465148,0.013604352208683093,0.19408954365411152,0.10011720978830704,0.16835519219065032
845,857558.4257525078,-0.12261385305375302,0.24903641837087423,-0.5726626410172957,-0.023663687315082768,-0.03182654465990632,0.0473936645636527,0.1242213919015031,0.04162550543367627,0.1322463857055446,0.1377198795151635,0.08222440329111681,0.12006858044900195,0.08370694854271793,0.13022479075363083,0.1005684498439922
846,1413822.933930814,0.38109048778459176,0.26312999808081705,1.3722893262579943,-0.022702178087799507,-0.031617603374711055,0.10397593573121795,0.10092959887478335,0.14694480302065385,0.03660683126812773,0.04276207444628807,0.1583941694640722,0.00884918850846271,0.08565004031024416,0.17359450932533582,0.1422928490508141
847,1513063.4527913837,0.44394799820788566,0.2427138918456899,1.7466985304550218,-0.023123210986486356,-0.03150567104550871,0.05417398185336389,0.13076017524901,0.005944149936818407,0.16061174582028453,0.3384546599074876,0.15045731052141953,0.03669198011744676,0.060855012737598836,0.057757215316512844,0.00429376854005768
848,1234206.2936210718,0.23892495787781554,0.23835381779764195,0.9184873139463571,-0.022980417973027474,-0.030187234238361116,0.012945624314663673,0.10476311806495918,0.15000781755334425,0.19027609204229073,0.03574760622087511,0.024916496268007852,0.17246027413337184,0.031426516895145286,0.10708647638999318,0.1703699781173489
849,1298359.185413719,0.28820893086272015,0.2326658445790563,1.1527645209290134,-0.021275074362288034,-0.02615209679944688,0.12372021957853684,0.14980633314414316,0.15706506998732295,0.15988524439272,0.13416104511827506,0.026738208258912897,0.1165933743312183,0.08925064301734972,0.029971358840463317,0.012808503331057772
850,1395304.134316476,0.36168952754546735,0.2381504023565034,1.4347635954608602,-0.02270144447871162,-0.03029988218545187,0.010898672983822525,0.010144735954446009,0.011680138015728437,0.19936331870910556,0.16787183068037675,0.20091257411593166,0.1556691631571504,0.03392948294235431,0.10685577167117014,0.10267431176991418
851,1369526.1981839822,0.34120654532651407,0.2304791145622567,1.3936470813703608,-0.023098434016883447,-0.03041034288453672,0.01693257942451152,0.003912458583074278,0.21654275733295067,0.15147019332225622,0.00705191116258512,0.16651700377172451,0.160759113672843,0.04189285625122505,0.20798193523382386,0.026939191245005784
